,model,persona,score
3289,llama-3-2-3b-instruct,static_long,1
3290,llama-3-2-3b-instruct,static_long,0
3291,llama-3-2-3b-instruct,static_long,1
3292,llama-3-2-3b-instruct,static_long,0
3293,llama-3-2-3b-instruct,static_long,0
3294,llama-3-2-3b-instruct,static_long,1
3295,llama-3-2-3b-instruct,static_long,1
3296,llama-3-2-3b-instruct,static_long,0
3297,llama-3-2-3b-instruct,static_long,0
3298,llama-3-2-3b-instruct,static_long,0
3299,llama-3-2-3b-instruct,static_long,0
3300,llama-3-2-3b-instruct,static_long,0
3301,llama-3-2-3b-instruct,static_long,0
3302,llama-3-2-3b-instruct,static_long,1
3303,llama-3-2-3b-instruct,static_long,0
3304,llama-3-2-3b-instruct,static_long,0
3305,llama-3-2-3b-instruct,static_long,1
3306,llama-3-2-3b-instruct,static_long,0
3307,llama-3-2-3b-instruct,static_long,0
3308,llama-3-2-3b-instruct,static_long,0
3309,llama-3-2-3b-instruct,static_long,1
3310,llama-3-2-3b-instruct,static_long,0
3311,llama-3-2-3b-instruct,static_long,0
3312,llama-3-2-3b-instruct,static_long,0
3313,llama-3-2-3b-instruct,static_long,1
3314,llama-3-2-3b-instruct,static_long,0
3315,llama-3-2-3b-instruct,static_long,0
3316,llama-3-2-3b-instruct,static_long,0
3317,llama-3-2-3b-instruct,static_long,0
3318,llama-3-2-3b-instruct,static_long,0
3319,llama-3-2-3b-instruct,static_long,0
3320,llama-3-2-3b-instruct,static_long,0
3321,llama-3-2-3b-instruct,static_long,0
3322,llama-3-2-3b-instruct,static_long,0
3323,llama-3-2-3b-instruct,static_long,1
3324,llama-3-2-3b-instruct,static_long,1
3325,llama-3-2-3b-instruct,static_long,1
3326,llama-3-2-3b-instruct,static_long,1
3327,llama-3-2-3b-instruct,static_long,1
3328,llama-3-2-3b-instruct,static_long,0
3329,llama-3-2-3b-instruct,static_long,0
3330,llama-3-2-3b-instruct,static_long,0
3331,llama-3-2-3b-instruct,static_long,0
3332,llama-3-2-3b-instruct,static_long,0
3333,llama-3-2-3b-instruct,static_long,0
3334,llama-3-2-3b-instruct,static_long,0
3335,llama-3-2-3b-instruct,static_long,0
3336,llama-3-2-3b-instruct,static_long,1
3337,llama-3-2-3b-instruct,static_long,1
3338,llama-3-2-3b-instruct,static_long,1
3339,llama-3-2-3b-instruct,static_long,1
3340,llama-3-2-3b-instruct,static_long,1
3341,llama-3-2-3b-instruct,static_long,0
3342,llama-3-2-3b-instruct,static_long,0
3343,llama-3-2-3b-instruct,static_long,0
3344,llama-3-2-3b-instruct,static_long,0
3345,llama-3-2-3b-instruct,static_long,0
3346,llama-3-2-3b-instruct,static_long,0
3347,llama-3-2-3b-instruct,static_long,0
3348,llama-3-2-3b-instruct,static_long,0
3349,llama-3-2-3b-instruct,static_long,1
3350,llama-3-2-3b-instruct,static_long,1
3351,llama-3-2-3b-instruct,static_long,1
3352,llama-3-2-3b-instruct,static_long,1
3353,llama-3-2-3b-instruct,static_long,1
3354,llama-3-2-3b-instruct,static_long,1
3355,llama-3-2-3b-instruct,static_long,1
3356,llama-3-2-3b-instruct,static_long,0
3357,llama-3-2-3b-instruct,static_long,1
3358,llama-3-2-3b-instruct,static_long,0
3359,llama-3-2-3b-instruct,static_long,0
3360,llama-3-2-3b-instruct,static_long,0
3361,llama-3-2-3b-instruct,static_long,0
3362,llama-3-2-3b-instruct,static_long,0
3363,llama-3-2-3b-instruct,static_long,0
3364,llama-3-2-3b-instruct,static_long,0
3365,llama-3-2-3b-instruct,static_long,0
3366,llama-3-2-3b-instruct,static_long,0
3367,llama-3-2-3b-instruct,static_long,0
3368,llama-3-2-3b-instruct,static_long,0
3369,llama-3-2-3b-instruct,static_long,0
3370,llama-3-2-3b-instruct,static_long,0
3371,llama-3-2-3b-instruct,static_long,0
3372,llama-3-2-3b-instruct,static_long,0
3373,llama-3-2-3b-instruct,static_long,0
3374,llama-3-2-3b-instruct,static_long,0
3375,llama-3-2-3b-instruct,static_long,0
3376,llama-3-2-3b-instruct,static_long,0
3377,llama-3-2-3b-instruct,static_long,0
3378,llama-3-2-3b-instruct,static_long,0
3379,llama-3-2-3b-instruct,static_long,0
3380,llama-3-2-3b-instruct,static_long,0
3381,llama-3-2-3b-instruct,static_long,0
3382,llama-3-2-3b-instruct,static_long,0
3383,llama-3-2-3b-instruct,static_long,0
3384,llama-3-2-3b-instruct,static_long,0
3385,llama-3-2-3b-instruct,static_long,0
3386,llama-3-2-3b-instruct,static_long,0
3387,llama-3-2-3b-instruct,static_long,0
3388,llama-3-2-3b-instruct,static_long,1
3389,llama-3-2-3b-instruct,static_long,0
3390,llama-3-2-3b-instruct,static_long,0
3391,llama-3-2-3b-instruct,static_long,0
3392,llama-3-2-3b-instruct,static_long,0
3393,llama-3-2-3b-instruct,static_long,0
3394,llama-3-2-3b-instruct,static_long,1
3395,llama-3-2-3b-instruct,static_long,0
3396,llama-3-2-3b-instruct,static_long,0
3397,llama-3-2-3b-instruct,static_long,1
3398,llama-3-2-3b-instruct,static_long,1
3399,llama-3-2-3b-instruct,static_long,1
3400,llama-3-2-3b-instruct,static_long,1
3401,llama-3-2-3b-instruct,static_long,1
3402,llama-3-2-3b-instruct,static_long,0
3403,llama-3-2-3b-instruct,static_long,0
3404,llama-3-2-3b-instruct,static_long,1
3405,llama-3-2-3b-instruct,static_long,0
3406,llama-3-2-3b-instruct,static_long,0
3407,llama-3-2-3b-instruct,static_long,0
3408,llama-3-2-3b-instruct,static_long,0
3409,llama-3-2-3b-instruct,static_long,0
3410,llama-3-2-3b-instruct,static_long,0
3411,llama-3-2-3b-instruct,static_long,0
3412,llama-3-2-3b-instruct,static_long,0
3413,llama-3-2-3b-instruct,static_long,0
3414,llama-3-2-3b-instruct,static_long,0
3415,llama-3-2-3b-instruct,static_long,0
3416,llama-3-2-3b-instruct,static_long,0
3417,llama-3-2-3b-instruct,static_long,0
3418,llama-3-2-3b-instruct,static_long,0
3419,llama-3-2-3b-instruct,static_long,0
3420,llama-3-2-3b-instruct,static_long,0
3421,llama-3-2-3b-instruct,static_long,1
3422,llama-3-2-3b-instruct,static_long,0
3423,llama-3-2-3b-instruct,static_long,0
3424,llama-3-2-3b-instruct,static_long,0
3425,llama-3-2-3b-instruct,static_long,0
3426,llama-3-2-3b-instruct,static_long,0
3427,llama-3-2-3b-instruct,static_long,0
3428,llama-3-2-3b-instruct,static_long,0
3429,llama-3-2-3b-instruct,static_long,0
3430,llama-3-2-3b-instruct,static_long,0
3431,llama-3-2-3b-instruct,static_long,0
3432,llama-3-2-3b-instruct,static_long,0
3433,llama-3-2-3b-instruct,static_long,0
3434,llama-3-2-3b-instruct,static_long,0
3435,llama-3-2-3b-instruct,static_long,0
3436,llama-3-2-3b-instruct,static_long,0
3437,llama-3-2-3b-instruct,static_long,0
3438,llama-3-2-3b-instruct,static_long,0
3439,llama-3-2-3b-instruct,static_long,0
3440,llama-3-2-3b-instruct,static_long,0
3441,llama-3-2-3b-instruct,static_long,0
3442,llama-3-2-3b-instruct,static_long,0
3443,llama-3-2-3b-instruct,static_long,0
3444,llama-3-2-3b-instruct,static_long,0
3445,llama-3-2-3b-instruct,static_long,0
3446,llama-3-2-3b-instruct,static_long,0
3447,llama-3-2-3b-instruct,static_long,0
3448,llama-3-2-3b-instruct,static_long,0
3449,llama-3-2-3b-instruct,static_long,0
3450,llama-3-2-3b-instruct,static_long,0
3451,llama-3-2-3b-instruct,static_long,0
3452,llama-3-2-3b-instruct,static_long,0
3453,llama-3-2-3b-instruct,static_long,0
3454,llama-3-2-3b-instruct,static_long,0
3455,llama-3-2-3b-instruct,static_long,0
3456,llama-3-2-3b-instruct,static_long,0
3457,llama-3-2-3b-instruct,static_long,0
3458,llama-3-2-3b-instruct,static_long,1
3459,llama-3-2-3b-instruct,static_long,1
3460,llama-3-2-3b-instruct,static_long,1
3461,llama-3-2-3b-instruct,static_long,1
3462,llama-3-2-3b-instruct,static_long,1
3463,llama-3-2-3b-instruct,static_long,1
3464,llama-3-2-3b-instruct,static_long,0
3465,llama-3-2-3b-instruct,static_long,0
3466,llama-3-2-3b-instruct,static_long,0
3467,llama-3-2-3b-instruct,static_long,0
3468,llama-3-2-3b-instruct,static_long,0
3469,llama-3-2-3b-instruct,static_long,0
3470,llama-3-2-3b-instruct,static_long,0
3471,llama-3-2-3b-instruct,static_long,0
3472,llama-3-2-3b-instruct,static_long,0
3473,llama-3-2-3b-instruct,static_long,0
3474,llama-3-2-3b-instruct,static_long,0
3475,llama-3-2-3b-instruct,static_long,0
3476,llama-3-2-3b-instruct,static_long,0
3477,llama-3-2-3b-instruct,static_long,0
3478,llama-3-2-3b-instruct,static_long,0
3479,llama-3-2-3b-instruct,static_long,0
3480,llama-3-2-3b-instruct,static_long,1
3481,llama-3-2-3b-instruct,static_long,1
3482,llama-3-2-3b-instruct,static_long,1
3483,llama-3-2-3b-instruct,static_long,0
3484,llama-3-2-3b-instruct,static_long,0
3485,llama-3-2-3b-instruct,static_long,1
3486,llama-3-2-3b-instruct,static_long,0
3487,llama-3-2-3b-instruct,static_long,0
3488,llama-3-2-3b-instruct,static_long,0
3489,llama-3-2-3b-instruct,static_long,0
3490,llama-3-2-3b-instruct,static_long,0
3491,llama-3-2-3b-instruct,static_long,0
3492,llama-3-2-3b-instruct,static_long,0
3493,llama-3-2-3b-instruct,static_long,0
3494,llama-3-2-3b-instruct,static_long,0
3495,llama-3-2-3b-instruct,static_long,1
3496,llama-3-2-3b-instruct,static_long,0
3497,llama-3-2-3b-instruct,static_long,0
3498,llama-3-2-3b-instruct,static_long,1
3499,llama-3-2-3b-instruct,static_long,0
3500,llama-3-2-3b-instruct,static_long,0
3501,llama-3-2-3b-instruct,static_long,0
3502,llama-3-2-3b-instruct,static_long,0
3503,llama-3-2-3b-instruct,static_long,0
3504,llama-3-2-3b-instruct,static_long,0
3505,llama-3-2-3b-instruct,static_long,0
3506,llama-3-2-3b-instruct,static_long,1
3507,llama-3-2-3b-instruct,static_long,0
3508,llama-3-2-3b-instruct,static_long,1
3509,llama-3-2-3b-instruct,static_long,1
3510,llama-3-2-3b-instruct,static_long,0
3511,llama-3-2-3b-instruct,static_long,1
3512,llama-3-2-3b-instruct,static_long,0
3513,llama-3-2-3b-instruct,static_long,0
3514,llama-3-2-3b-instruct,static_long,0
3515,llama-3-2-3b-instruct,static_long,0
3516,gemma-3-1b-it,helpful,0
3517,gemma-3-1b-it,helpful,0
3518,gemma-3-1b-it,helpful,0
3519,gemma-3-1b-it,helpful,0
3520,gemma-3-1b-it,helpful,0
3521,gemma-3-1b-it,helpful,0
3522,gemma-3-1b-it,helpful,1
3523,gemma-3-1b-it,helpful,1
3524,gemma-3-1b-it,helpful,0
3525,gemma-3-1b-it,helpful,1
3526,gemma-3-1b-it,helpful,0
3527,gemma-3-1b-it,helpful,0
3528,gemma-3-1b-it,helpful,0
3529,gemma-3-1b-it,helpful,0
3530,gemma-3-1b-it,helpful,0
3531,gemma-3-1b-it,helpful,0
3532,gemma-3-1b-it,helpful,0
3533,gemma-3-1b-it,helpful,0
3534,gemma-3-1b-it,helpful,0
3535,gemma-3-1b-it,helpful,0
3536,gemma-3-1b-it,helpful,0
3537,gemma-3-1b-it,helpful,1
3538,gemma-3-1b-it,helpful,0
3539,gemma-3-1b-it,helpful,0
3540,gemma-3-1b-it,helpful,0
3541,gemma-3-1b-it,helpful,1
3542,gemma-3-1b-it,helpful,1
3543,gemma-3-1b-it,helpful,0
3544,gemma-3-1b-it,helpful,0
3545,gemma-3-1b-it,helpful,0
3546,gemma-3-1b-it,helpful,0
3547,gemma-3-1b-it,helpful,1
3548,gemma-3-1b-it,helpful,1
3549,gemma-3-1b-it,helpful,0
3550,gemma-3-1b-it,helpful,1
3551,gemma-3-1b-it,helpful,0
3552,gemma-3-1b-it,helpful,0
3553,gemma-3-1b-it,helpful,0
3554,gemma-3-1b-it,helpful,0
3555,gemma-3-1b-it,helpful,1
3556,gemma-3-1b-it,helpful,0
3557,gemma-3-1b-it,helpful,0
3558,gemma-3-1b-it,helpful,0
3559,gemma-3-1b-it,helpful,0
3560,gemma-3-1b-it,helpful,1
3561,gemma-3-1b-it,helpful,1
3562,gemma-3-1b-it,helpful,0
3563,gemma-3-1b-it,helpful,0
3564,gemma-3-1b-it,helpful,0
3565,gemma-3-1b-it,helpful,0
3566,gemma-3-1b-it,helpful,0
3567,gemma-3-1b-it,helpful,0
3568,gemma-3-1b-it,helpful,1
3569,gemma-3-1b-it,helpful,1
3570,gemma-3-1b-it,helpful,1
3571,gemma-3-1b-it,helpful,1
3572,gemma-3-1b-it,helpful,1
3573,gemma-3-1b-it,helpful,1
3574,gemma-3-1b-it,helpful,1
3575,gemma-3-1b-it,helpful,1
3576,gemma-3-1b-it,helpful,0
3577,gemma-3-1b-it,helpful,0
3578,gemma-3-1b-it,helpful,0
3579,gemma-3-1b-it,helpful,0
3580,gemma-3-1b-it,helpful,0
3581,gemma-3-1b-it,helpful,0
3582,gemma-3-1b-it,helpful,1
3583,gemma-3-1b-it,helpful,0
3584,gemma-3-1b-it,helpful,0
3585,gemma-3-1b-it,helpful,0
3586,gemma-3-1b-it,helpful,0
3587,gemma-3-1b-it,helpful,0
3588,gemma-3-1b-it,helpful,0
3589,gemma-3-1b-it,helpful,0
3590,gemma-3-1b-it,helpful,0
3591,gemma-3-1b-it,helpful,0
3592,gemma-3-1b-it,helpful,0
3593,gemma-3-1b-it,helpful,0
3594,gemma-3-1b-it,helpful,0
3595,gemma-3-1b-it,helpful,0
3596,gemma-3-1b-it,helpful,0
3597,gemma-3-1b-it,helpful,0
3598,gemma-3-1b-it,helpful,0
3599,gemma-3-1b-it,helpful,0
3600,gemma-3-1b-it,helpful,0
3601,gemma-3-1b-it,helpful,0
3602,gemma-3-1b-it,helpful,1
3603,gemma-3-1b-it,helpful,0
3604,gemma-3-1b-it,helpful,0
3605,gemma-3-1b-it,helpful,0
3606,gemma-3-1b-it,helpful,0
3607,gemma-3-1b-it,helpful,0
3608,gemma-3-1b-it,helpful,0
3609,gemma-3-1b-it,helpful,0
3610,gemma-3-1b-it,helpful,0
3611,gemma-3-1b-it,helpful,0
3612,gemma-3-1b-it,helpful,0
3613,gemma-3-1b-it,helpful,0
3614,gemma-3-1b-it,helpful,0
3615,gemma-3-1b-it,helpful,0
3616,gemma-3-1b-it,helpful,1
3617,gemma-3-1b-it,helpful,1
3618,gemma-3-1b-it,helpful,1
3619,gemma-3-1b-it,helpful,1
3620,gemma-3-1b-it,helpful,1
3621,gemma-3-1b-it,helpful,0
3622,gemma-3-1b-it,helpful,0
3623,gemma-3-1b-it,helpful,0
3624,gemma-3-1b-it,helpful,0
3625,gemma-3-1b-it,helpful,0
3626,gemma-3-1b-it,helpful,0
3627,gemma-3-1b-it,helpful,0
3628,gemma-3-1b-it,helpful,0
3629,gemma-3-1b-it,helpful,1
3630,gemma-3-1b-it,helpful,0
3631,gemma-3-1b-it,helpful,1
3632,gemma-3-1b-it,helpful,1
3633,gemma-3-1b-it,helpful,1
3634,gemma-3-1b-it,helpful,0
3635,gemma-3-1b-it,helpful,0
3636,gemma-3-1b-it,helpful,0
3637,gemma-3-1b-it,helpful,0
3638,gemma-3-1b-it,helpful,0
3639,gemma-3-1b-it,helpful,0
3640,gemma-3-1b-it,helpful,1
3641,gemma-3-1b-it,helpful,0
3642,gemma-3-1b-it,helpful,1
3643,gemma-3-1b-it,helpful,1
3644,gemma-3-1b-it,helpful,1
3645,gemma-3-1b-it,helpful,1
3646,gemma-3-1b-it,helpful,1
3647,gemma-3-1b-it,helpful,1
3648,gemma-3-1b-it,helpful,1
3649,gemma-3-1b-it,helpful,0
3650,gemma-3-1b-it,helpful,1
3651,gemma-3-1b-it,helpful,1
3652,gemma-3-1b-it,helpful,0
3653,gemma-3-1b-it,helpful,0
3654,gemma-3-1b-it,helpful,0
3655,gemma-3-1b-it,helpful,1
3656,gemma-3-1b-it,helpful,0
3657,gemma-3-1b-it,helpful,0
3658,gemma-3-1b-it,helpful,1
3659,gemma-3-1b-it,helpful,0
3660,gemma-3-1b-it,helpful,0
3661,gemma-3-1b-it,helpful,0
3662,gemma-3-1b-it,helpful,0
3663,gemma-3-1b-it,helpful,0
3664,gemma-3-1b-it,helpful,0
3665,gemma-3-1b-it,helpful,0
3666,gemma-3-1b-it,helpful,0
3667,gemma-3-1b-it,helpful,0
3668,gemma-3-1b-it,helpful,0
3669,gemma-3-1b-it,helpful,0
3670,gemma-3-1b-it,helpful,0
3671,gemma-3-1b-it,helpful,0
3672,gemma-3-1b-it,helpful,0
3673,gemma-3-1b-it,helpful,1
3674,gemma-3-1b-it,helpful,0
3675,gemma-3-1b-it,helpful,0
3676,gemma-3-1b-it,helpful,0
3677,gemma-3-1b-it,helpful,0
3678,gemma-3-1b-it,helpful,0
3679,gemma-3-1b-it,helpful,0
3680,gemma-3-1b-it,helpful,0
3681,gemma-3-1b-it,helpful,1
3682,gemma-3-1b-it,helpful,0
3683,gemma-3-1b-it,helpful,0
3684,gemma-3-1b-it,helpful,0
3685,gemma-3-1b-it,helpful,0
3686,gemma-3-1b-it,helpful,0
3687,gemma-3-1b-it,helpful,1
3688,gemma-3-1b-it,helpful,0
3689,gemma-3-1b-it,helpful,0
3690,gemma-3-1b-it,helpful,1
3691,gemma-3-1b-it,helpful,0
3692,gemma-3-1b-it,helpful,1
3693,gemma-3-1b-it,helpful,1
3694,gemma-3-1b-it,helpful,1
3695,gemma-3-1b-it,helpful,0
3696,gemma-3-1b-it,helpful,0
3697,gemma-3-1b-it,helpful,1
3698,gemma-3-1b-it,helpful,0
3699,gemma-3-1b-it,helpful,0
3700,gemma-3-1b-it,helpful,0
3701,gemma-3-1b-it,helpful,1
3702,gemma-3-1b-it,helpful,1
3703,gemma-3-1b-it,helpful,0
3704,gemma-3-1b-it,helpful,0
3705,gemma-3-1b-it,helpful,0
3706,gemma-3-1b-it,helpful,0
3707,gemma-3-1b-it,helpful,0
3708,gemma-3-1b-it,helpful,0
3709,gemma-3-1b-it,helpful,0
3710,gemma-3-1b-it,helpful,1
3711,gemma-3-1b-it,helpful,0
3712,gemma-3-1b-it,helpful,0
3713,gemma-3-1b-it,helpful,0
3714,gemma-3-1b-it,helpful,0
3715,gemma-3-1b-it,helpful,0
3716,gemma-3-1b-it,helpful,0
3717,gemma-3-1b-it,helpful,0
3718,gemma-3-1b-it,helpful,0
3719,gemma-3-1b-it,helpful,0
3720,gemma-3-1b-it,helpful,0
3721,gemma-3-1b-it,helpful,0
3722,gemma-3-1b-it,helpful,0
3723,gemma-3-1b-it,helpful,0
3724,gemma-3-1b-it,helpful,0
3725,gemma-3-1b-it,helpful,0
3726,gemma-3-1b-it,helpful,0
3727,gemma-3-1b-it,helpful,0
3728,gemma-3-1b-it,helpful,0
3729,gemma-3-1b-it,helpful,0
3730,gemma-3-1b-it,helpful,0
3731,gemma-3-1b-it,helpful,0
3732,gemma-3-1b-it,helpful,0
3733,gemma-3-1b-it,helpful,0
3734,gemma-3-1b-it,helpful,0
3735,gemma-3-1b-it,helpful,0
3736,gemma-3-1b-it,helpful,0
3737,gemma-3-1b-it,helpful,0
3738,gemma-3-1b-it,helpful,0
3739,gemma-3-1b-it,helpful,0
3740,gemma-3-1b-it,helpful,0
3741,gemma-3-1b-it,helpful,0
3742,gemma-3-1b-it,helpful,0
3743,gemma-3-1b-it,helpful,0
3744,gemma-3-1b-it,helpful,0
3745,gemma-3-1b-it,helpful,0
3746,gemma-3-1b-it,helpful,0
3747,gemma-3-1b-it,helpful,0
3748,gemma-3-1b-it,helpful,0
3749,gemma-3-1b-it,helpful,0
3750,gemma-3-1b-it,helpful,0
3751,gemma-3-1b-it,helpful,1
3752,gemma-3-1b-it,helpful,0
3753,gemma-3-1b-it,helpful,0
3754,gemma-3-1b-it,helpful,0
3755,gemma-3-1b-it,helpful,0
3756,gemma-3-1b-it,helpful,0
3757,gemma-3-1b-it,helpful,0
3758,gemma-3-1b-it,helpful,0
3759,gemma-3-1b-it,helpful,0
3760,gemma-3-1b-it,helpful,0
3761,gemma-3-1b-it,helpful,0
3762,gemma-3-1b-it,helpful,0
3763,gemma-3-1b-it,helpful,0
3764,gemma-3-1b-it,helpful,0
3765,gemma-3-1b-it,helpful,0
3766,gemma-3-1b-it,helpful,0
3767,gemma-3-1b-it,helpful,0
3768,gemma-3-1b-it,helpful,0
3769,gemma-3-1b-it,helpful,0
3770,gemma-3-1b-it,helpful,1
3771,gemma-3-1b-it,helpful,0
3772,gemma-3-1b-it,helpful,1
3773,gemma-3-1b-it,helpful,0
3774,gemma-3-1b-it,helpful,0
3775,gemma-3-1b-it,helpful,1
3776,gemma-3-1b-it,helpful,0
3777,gemma-3-1b-it,helpful,0
3778,gemma-3-1b-it,helpful,0
3779,gemma-3-1b-it,helpful,0
3780,gemma-3-1b-it,helpful,1
3781,gemma-3-1b-it,helpful,0
3782,gemma-3-1b-it,helpful,0
3783,gemma-3-1b-it,helpful,0
3784,gemma-3-1b-it,helpful,0
3785,gemma-3-1b-it,helpful,0
3786,gemma-3-1b-it,helpful,1
3787,gemma-3-1b-it,helpful,0
3788,gemma-3-1b-it,helpful,0
3789,gemma-3-1b-it,helpful,0
3790,gemma-3-1b-it,helpful,0
3791,gemma-3-1b-it,helpful,0
3792,gemma-3-1b-it,helpful,0
3793,gemma-3-1b-it,helpful,0
3794,gemma-3-1b-it,helpful,0
3795,gemma-3-1b-it,helpful,0
3796,gemma-3-1b-it,helpful,0
3797,gemma-3-1b-it,helpful,0
3798,gemma-3-1b-it,helpful,0
3799,gemma-3-1b-it,helpful,0
3800,gemma-3-1b-it,helpful,0
3801,gemma-3-1b-it,helpful,0
3802,gemma-3-1b-it,helpful,1
3803,gemma-3-1b-it,helpful,1
3804,gemma-3-1b-it,helpful,1
3805,gemma-3-1b-it,helpful,0
3806,gemma-3-1b-it,helpful,0
3807,gemma-3-1b-it,helpful,0
3808,gemma-3-1b-it,helpful,0
3809,gemma-3-4b-it,base,0
3810,gemma-3-4b-it,base,0
3811,gemma-3-4b-it,base,0
3812,gemma-3-4b-it,base,0
3813,gemma-3-4b-it,base,0
3814,gemma-3-4b-it,base,0
3815,gemma-3-4b-it,base,1
3816,gemma-3-4b-it,base,1
3817,gemma-3-4b-it,base,1
3818,gemma-3-4b-it,base,0
3819,gemma-3-4b-it,base,0
3820,gemma-3-4b-it,base,0
3821,gemma-3-4b-it,base,0
3822,gemma-3-4b-it,base,0
3823,gemma-3-4b-it,base,0
3824,gemma-3-4b-it,base,0
3825,gemma-3-4b-it,base,0
3826,gemma-3-4b-it,base,0
3827,gemma-3-4b-it,base,0
3828,gemma-3-4b-it,base,0
3829,gemma-3-4b-it,base,1
3830,gemma-3-4b-it,base,0
3831,gemma-3-4b-it,base,0
3832,gemma-3-4b-it,base,0
3833,gemma-3-4b-it,base,0
3834,gemma-3-4b-it,base,1
3835,gemma-3-4b-it,base,0
3836,gemma-3-4b-it,base,1
3837,gemma-3-4b-it,base,1
3838,gemma-3-4b-it,base,1
3839,gemma-3-4b-it,base,1
3840,gemma-3-4b-it,base,1
3841,gemma-3-4b-it,base,1
3842,gemma-3-4b-it,base,1
3843,gemma-3-4b-it,base,1
3844,gemma-3-4b-it,base,0
3845,gemma-3-4b-it,base,0
3846,gemma-3-4b-it,base,1
3847,gemma-3-4b-it,base,1
3848,gemma-3-4b-it,base,1
3849,gemma-3-4b-it,base,0
3850,gemma-3-4b-it,base,0
3851,gemma-3-4b-it,base,0
3852,gemma-3-4b-it,base,0
3853,gemma-3-4b-it,base,1
3854,gemma-3-4b-it,base,1
3855,gemma-3-4b-it,base,0
3856,gemma-3-4b-it,base,0
3857,gemma-3-4b-it,base,0
3858,gemma-3-4b-it,base,0
3859,gemma-3-4b-it,base,0
3860,gemma-3-4b-it,base,0
3861,gemma-3-4b-it,base,1
3862,gemma-3-4b-it,base,1
3863,gemma-3-4b-it,base,1
3864,gemma-3-4b-it,base,1
3865,gemma-3-4b-it,base,1
3866,gemma-3-4b-it,base,1
3867,gemma-3-4b-it,base,1
3868,gemma-3-4b-it,base,1
3869,gemma-3-4b-it,base,1
3870,gemma-3-4b-it,base,0
3871,gemma-3-4b-it,base,0
3872,gemma-3-4b-it,base,0
3873,gemma-3-4b-it,base,0
3874,gemma-3-4b-it,base,1
3875,gemma-3-4b-it,base,0
3876,gemma-3-4b-it,base,0
3877,gemma-3-4b-it,base,0
3878,gemma-3-4b-it,base,0
3879,gemma-3-4b-it,base,0
3880,gemma-3-4b-it,base,0
3881,gemma-3-4b-it,base,0
3882,gemma-3-4b-it,base,0
3883,gemma-3-4b-it,base,0
3884,gemma-3-4b-it,base,0
3885,gemma-3-4b-it,base,0
3886,gemma-3-4b-it,base,0
3887,gemma-3-4b-it,base,0
3888,gemma-3-4b-it,base,0
3889,gemma-3-4b-it,base,0
3890,gemma-3-4b-it,base,0
3891,gemma-3-4b-it,base,0
3892,gemma-3-4b-it,base,0
3893,gemma-3-4b-it,base,0
3894,gemma-3-4b-it,base,1
3895,gemma-3-4b-it,base,1
3896,gemma-3-4b-it,base,0
3897,gemma-3-4b-it,base,0
3898,gemma-3-4b-it,base,0
3899,gemma-3-4b-it,base,0
3900,gemma-3-4b-it,base,0
3901,gemma-3-4b-it,base,0
3902,gemma-3-4b-it,base,0
3903,gemma-3-4b-it,base,1
3904,gemma-3-4b-it,base,0
3905,gemma-3-4b-it,base,0
3906,gemma-3-4b-it,base,0
3907,gemma-3-4b-it,base,0
3908,gemma-3-4b-it,base,0
3909,gemma-3-4b-it,base,1
3910,gemma-3-4b-it,base,1
3911,gemma-3-4b-it,base,1
3912,gemma-3-4b-it,base,1
3913,gemma-3-4b-it,base,1
3914,gemma-3-4b-it,base,0
3915,gemma-3-4b-it,base,0
3916,gemma-3-4b-it,base,0
3917,gemma-3-4b-it,base,1
3918,gemma-3-4b-it,base,0
3919,gemma-3-4b-it,base,1
3920,gemma-3-4b-it,base,0
3921,gemma-3-4b-it,base,1
3922,gemma-3-4b-it,base,1
3923,gemma-3-4b-it,base,1
3924,gemma-3-4b-it,base,1
3925,gemma-3-4b-it,base,1
3926,gemma-3-4b-it,base,1
3927,gemma-3-4b-it,base,0
3928,gemma-3-4b-it,base,0
3929,gemma-3-4b-it,base,0
3930,gemma-3-4b-it,base,0
3931,gemma-3-4b-it,base,0
3932,gemma-3-4b-it,base,0
3933,gemma-3-4b-it,base,0
3934,gemma-3-4b-it,base,0
3935,gemma-3-4b-it,base,1
3936,gemma-3-4b-it,base,1
3937,gemma-3-4b-it,base,1
3938,gemma-3-4b-it,base,1
3939,gemma-3-4b-it,base,1
3940,gemma-3-4b-it,base,1
3941,gemma-3-4b-it,base,1
3942,gemma-3-4b-it,base,0
3943,gemma-3-4b-it,base,1
3944,gemma-3-4b-it,base,1
3945,gemma-3-4b-it,base,0
3946,gemma-3-4b-it,base,0
3947,gemma-3-4b-it,base,0
3948,gemma-3-4b-it,base,0
3949,gemma-3-4b-it,base,0
3950,gemma-3-4b-it,base,0
3951,gemma-3-4b-it,base,0
3952,gemma-3-4b-it,base,0
3953,gemma-3-4b-it,base,0
3954,gemma-3-4b-it,base,0
3955,gemma-3-4b-it,base,0
3956,gemma-3-4b-it,base,0
3957,gemma-3-4b-it,base,0
3958,gemma-3-4b-it,base,0
3959,gemma-3-4b-it,base,0
3960,gemma-3-4b-it,base,0
3961,gemma-3-4b-it,base,0
3962,gemma-3-4b-it,base,0
3963,gemma-3-4b-it,base,0
3964,gemma-3-4b-it,base,0
3965,gemma-3-4b-it,base,0
3966,gemma-3-4b-it,base,0
3967,gemma-3-4b-it,base,0
3968,gemma-3-4b-it,base,0
3969,gemma-3-4b-it,base,0
