,static_id,model,persona,score
1166,IFBench_266,gpt-5-nano,helpful,0
1167,IFBench_267,gpt-5-nano,helpful,1
1168,IFBench_268,gpt-5-nano,helpful,0
1169,IFBench_269,gpt-5-nano,helpful,1
1170,IFBench_270,gpt-5-nano,helpful,1
1171,IFBench_271,gpt-5-nano,helpful,1
1172,IFBench_272,gpt-5-nano,helpful,1
1173,IFBench_273,gpt-5-nano,helpful,1
1174,IFBench_274,gpt-5-nano,helpful,1
1175,IFBench_275,gpt-5-nano,helpful,1
1176,IFBench_276,gpt-5-nano,helpful,1
1177,IFBench_277,gpt-5-nano,helpful,1
1178,IFBench_278,gpt-5-nano,helpful,0
1179,IFBench_279,gpt-5-nano,helpful,1
1180,IFBench_280,gpt-5-nano,helpful,1
1181,IFBench_281,gpt-5-nano,helpful,0
1182,IFBench_282,gpt-5-nano,helpful,1
1183,IFBench_283,gpt-5-nano,helpful,1
1184,IFBench_284,gpt-5-nano,helpful,0
1185,IFBench_285,gpt-5-nano,helpful,0
1186,IFBench_286,gpt-5-nano,helpful,0
1187,IFBench_287,gpt-5-nano,helpful,0
1188,IFBench_288,gpt-5-nano,helpful,0
1189,IFBench_289,gpt-5-nano,helpful,0
1190,IFBench_290,gpt-5-nano,helpful,0
1191,IFBench_291,gpt-5-nano,helpful,1
1192,IFBench_292,gpt-5-nano,helpful,1
1193,IFBench_293,gpt-5-nano,helpful,1
1194,IFBench_294,gpt-5-nano,helpful,1
1195,IFBench_295,gpt-5-nano,helpful,1
1196,IFBench_296,gpt-5-nano,helpful,1
1197,IFBench_297,gpt-5-nano,helpful,1
1198,IFBench_298,gpt-5-nano,helpful,1
1199,IFBench_299,gpt-5-nano,helpful,1
1200,IFBench_0,gpt-4-1-nano,dynamic_medium,0
1201,IFBench_1,gpt-4-1-nano,dynamic_medium,0
1202,IFBench_2,gpt-4-1-nano,dynamic_medium,0
1203,IFBench_3,gpt-4-1-nano,dynamic_medium,0
1204,IFBench_4,gpt-4-1-nano,dynamic_medium,0
1205,IFBench_5,gpt-4-1-nano,dynamic_medium,0
1206,IFBench_6,gpt-4-1-nano,dynamic_medium,1
1207,IFBench_7,gpt-4-1-nano,dynamic_medium,1
1208,IFBench_8,gpt-4-1-nano,dynamic_medium,0
1209,IFBench_9,gpt-4-1-nano,dynamic_medium,1
1210,IFBench_10,gpt-4-1-nano,dynamic_medium,0
1211,IFBench_11,gpt-4-1-nano,dynamic_medium,0
1212,IFBench_12,gpt-4-1-nano,dynamic_medium,0
1213,IFBench_13,gpt-4-1-nano,dynamic_medium,0
1214,IFBench_14,gpt-4-1-nano,dynamic_medium,0
1215,IFBench_15,gpt-4-1-nano,dynamic_medium,0
1216,IFBench_16,gpt-4-1-nano,dynamic_medium,0
1217,IFBench_17,gpt-4-1-nano,dynamic_medium,0
1218,IFBench_18,gpt-4-1-nano,dynamic_medium,1
1219,IFBench_19,gpt-4-1-nano,dynamic_medium,0
1220,IFBench_20,gpt-4-1-nano,dynamic_medium,1
1221,IFBench_21,gpt-4-1-nano,dynamic_medium,0
1222,IFBench_22,gpt-4-1-nano,dynamic_medium,0
1223,IFBench_23,gpt-4-1-nano,dynamic_medium,0
1224,IFBench_24,gpt-4-1-nano,dynamic_medium,0
1225,IFBench_25,gpt-4-1-nano,dynamic_medium,1
1226,IFBench_26,gpt-4-1-nano,dynamic_medium,1
1227,IFBench_27,gpt-4-1-nano,dynamic_medium,1
1228,IFBench_28,gpt-4-1-nano,dynamic_medium,1
1229,IFBench_29,gpt-4-1-nano,dynamic_medium,1
1230,IFBench_30,gpt-4-1-nano,dynamic_medium,0
1231,IFBench_31,gpt-4-1-nano,dynamic_medium,1
1232,IFBench_32,gpt-4-1-nano,dynamic_medium,1
1233,IFBench_33,gpt-4-1-nano,dynamic_medium,0
1234,IFBench_34,gpt-4-1-nano,dynamic_medium,1
1235,IFBench_35,gpt-4-1-nano,dynamic_medium,0
1236,IFBench_36,gpt-4-1-nano,dynamic_medium,0
1237,IFBench_37,gpt-4-1-nano,dynamic_medium,0
1238,IFBench_38,gpt-4-1-nano,dynamic_medium,1
1239,IFBench_39,gpt-4-1-nano,dynamic_medium,0
1240,IFBench_40,gpt-4-1-nano,dynamic_medium,1
1241,IFBench_41,gpt-4-1-nano,dynamic_medium,0
1242,IFBench_42,gpt-4-1-nano,dynamic_medium,0
1243,IFBench_43,gpt-4-1-nano,dynamic_medium,0
1244,IFBench_44,gpt-4-1-nano,dynamic_medium,1
1245,IFBench_45,gpt-4-1-nano,dynamic_medium,1
1246,IFBench_46,gpt-4-1-nano,dynamic_medium,0
1247,IFBench_47,gpt-4-1-nano,dynamic_medium,0
1248,IFBench_48,gpt-4-1-nano,dynamic_medium,0
1249,IFBench_49,gpt-4-1-nano,dynamic_medium,0
1250,IFBench_50,gpt-4-1-nano,dynamic_medium,0
1251,IFBench_51,gpt-4-1-nano,dynamic_medium,0
1252,IFBench_52,gpt-4-1-nano,dynamic_medium,1
1253,IFBench_53,gpt-4-1-nano,dynamic_medium,1
1254,IFBench_54,gpt-4-1-nano,dynamic_medium,1
1255,IFBench_55,gpt-4-1-nano,dynamic_medium,0
1256,IFBench_56,gpt-4-1-nano,dynamic_medium,1
1257,IFBench_57,gpt-4-1-nano,dynamic_medium,1
1258,IFBench_58,gpt-4-1-nano,dynamic_medium,1
1259,IFBench_59,gpt-4-1-nano,dynamic_medium,1
1260,IFBench_60,gpt-4-1-nano,dynamic_medium,0
1261,IFBench_61,gpt-4-1-nano,dynamic_medium,0
1262,IFBench_62,gpt-4-1-nano,dynamic_medium,0
1263,IFBench_63,gpt-4-1-nano,dynamic_medium,0
1264,IFBench_64,gpt-4-1-nano,dynamic_medium,0
1265,IFBench_65,gpt-4-1-nano,dynamic_medium,1
1266,IFBench_66,gpt-4-1-nano,dynamic_medium,1
1267,IFBench_67,gpt-4-1-nano,dynamic_medium,0
1268,IFBench_68,gpt-4-1-nano,dynamic_medium,1
1269,IFBench_69,gpt-4-1-nano,dynamic_medium,0
1270,IFBench_70,gpt-4-1-nano,dynamic_medium,1
1271,IFBench_71,gpt-4-1-nano,dynamic_medium,0
1272,IFBench_72,gpt-4-1-nano,dynamic_medium,0
1273,IFBench_73,gpt-4-1-nano,dynamic_medium,0
1274,IFBench_74,gpt-4-1-nano,dynamic_medium,0
1275,IFBench_75,gpt-4-1-nano,dynamic_medium,0
1276,IFBench_76,gpt-4-1-nano,dynamic_medium,0
1277,IFBench_77,gpt-4-1-nano,dynamic_medium,0
1278,IFBench_78,gpt-4-1-nano,dynamic_medium,0
1279,IFBench_79,gpt-4-1-nano,dynamic_medium,0
1280,IFBench_80,gpt-4-1-nano,dynamic_medium,1
1281,IFBench_81,gpt-4-1-nano,dynamic_medium,0
1282,IFBench_82,gpt-4-1-nano,dynamic_medium,0
1283,IFBench_83,gpt-4-1-nano,dynamic_medium,1
1284,IFBench_84,gpt-4-1-nano,dynamic_medium,0
1285,IFBench_85,gpt-4-1-nano,dynamic_medium,1
1286,IFBench_86,gpt-4-1-nano,dynamic_medium,1
1287,IFBench_87,gpt-4-1-nano,dynamic_medium,0
1288,IFBench_88,gpt-4-1-nano,dynamic_medium,0
1289,IFBench_89,gpt-4-1-nano,dynamic_medium,0
1290,IFBench_90,gpt-4-1-nano,dynamic_medium,0
1291,IFBench_91,gpt-4-1-nano,dynamic_medium,0
1292,IFBench_92,gpt-4-1-nano,dynamic_medium,0
1293,IFBench_93,gpt-4-1-nano,dynamic_medium,0
1294,IFBench_94,gpt-4-1-nano,dynamic_medium,1
1295,IFBench_95,gpt-4-1-nano,dynamic_medium,0
1296,IFBench_96,gpt-4-1-nano,dynamic_medium,1
1297,IFBench_97,gpt-4-1-nano,dynamic_medium,0
1298,IFBench_98,gpt-4-1-nano,dynamic_medium,0
1299,IFBench_99,gpt-4-1-nano,dynamic_medium,0
1300,IFBench_100,gpt-4-1-nano,dynamic_medium,1
1301,IFBench_101,gpt-4-1-nano,dynamic_medium,1
1302,IFBench_102,gpt-4-1-nano,dynamic_medium,1
1303,IFBench_103,gpt-4-1-nano,dynamic_medium,1
1304,IFBench_104,gpt-4-1-nano,dynamic_medium,1
1305,IFBench_105,gpt-4-1-nano,dynamic_medium,0
1306,IFBench_106,gpt-4-1-nano,dynamic_medium,0
1307,IFBench_107,gpt-4-1-nano,dynamic_medium,0
1308,IFBench_108,gpt-4-1-nano,dynamic_medium,0
1309,IFBench_109,gpt-4-1-nano,dynamic_medium,0
1310,IFBench_110,gpt-4-1-nano,dynamic_medium,0
1311,IFBench_111,gpt-4-1-nano,dynamic_medium,0
1312,IFBench_112,gpt-4-1-nano,dynamic_medium,0
1313,IFBench_113,gpt-4-1-nano,dynamic_medium,1
1314,IFBench_114,gpt-4-1-nano,dynamic_medium,1
1315,IFBench_115,gpt-4-1-nano,dynamic_medium,1
1316,IFBench_116,gpt-4-1-nano,dynamic_medium,1
1317,IFBench_117,gpt-4-1-nano,dynamic_medium,1
1318,IFBench_118,gpt-4-1-nano,dynamic_medium,0
1319,IFBench_119,gpt-4-1-nano,dynamic_medium,0
1320,IFBench_120,gpt-4-1-nano,dynamic_medium,0
1321,IFBench_121,gpt-4-1-nano,dynamic_medium,0
1322,IFBench_122,gpt-4-1-nano,dynamic_medium,0
1323,IFBench_123,gpt-4-1-nano,dynamic_medium,0
1324,IFBench_124,gpt-4-1-nano,dynamic_medium,0
1325,IFBench_125,gpt-4-1-nano,dynamic_medium,0
1326,IFBench_126,gpt-4-1-nano,dynamic_medium,1
1327,IFBench_127,gpt-4-1-nano,dynamic_medium,1
1328,IFBench_128,gpt-4-1-nano,dynamic_medium,1
1329,IFBench_129,gpt-4-1-nano,dynamic_medium,1
1330,IFBench_130,gpt-4-1-nano,dynamic_medium,1
1331,IFBench_131,gpt-4-1-nano,dynamic_medium,1
1332,IFBench_132,gpt-4-1-nano,dynamic_medium,1
1333,IFBench_133,gpt-4-1-nano,dynamic_medium,1
1334,IFBench_134,gpt-4-1-nano,dynamic_medium,1
1335,IFBench_135,gpt-4-1-nano,dynamic_medium,1
1336,IFBench_136,gpt-4-1-nano,dynamic_medium,0
1337,IFBench_137,gpt-4-1-nano,dynamic_medium,0
1338,IFBench_138,gpt-4-1-nano,dynamic_medium,1
1339,IFBench_139,gpt-4-1-nano,dynamic_medium,1
1340,IFBench_140,gpt-4-1-nano,dynamic_medium,1
1341,IFBench_141,gpt-4-1-nano,dynamic_medium,1
1342,IFBench_142,gpt-4-1-nano,dynamic_medium,1
1343,IFBench_143,gpt-4-1-nano,dynamic_medium,1
1344,IFBench_144,gpt-4-1-nano,dynamic_medium,0
1345,IFBench_145,gpt-4-1-nano,dynamic_medium,0
1346,IFBench_146,gpt-4-1-nano,dynamic_medium,0
1347,IFBench_147,gpt-4-1-nano,dynamic_medium,0
1348,IFBench_148,gpt-4-1-nano,dynamic_medium,0
1349,IFBench_149,gpt-4-1-nano,dynamic_medium,0
1350,IFBench_150,gpt-4-1-nano,dynamic_medium,0
1351,IFBench_151,gpt-4-1-nano,dynamic_medium,0
1352,IFBench_152,gpt-4-1-nano,dynamic_medium,0
1353,IFBench_153,gpt-4-1-nano,dynamic_medium,0
1354,IFBench_154,gpt-4-1-nano,dynamic_medium,0
1355,IFBench_155,gpt-4-1-nano,dynamic_medium,0
1356,IFBench_156,gpt-4-1-nano,dynamic_medium,0
1357,IFBench_157,gpt-4-1-nano,dynamic_medium,0
1358,IFBench_158,gpt-4-1-nano,dynamic_medium,0
1359,IFBench_159,gpt-4-1-nano,dynamic_medium,0
1360,IFBench_160,gpt-4-1-nano,dynamic_medium,0
1361,IFBench_161,gpt-4-1-nano,dynamic_medium,0
1362,IFBench_162,gpt-4-1-nano,dynamic_medium,0
1363,IFBench_163,gpt-4-1-nano,dynamic_medium,1
1364,IFBench_164,gpt-4-1-nano,dynamic_medium,0
1365,IFBench_165,gpt-4-1-nano,dynamic_medium,0
1366,IFBench_166,gpt-4-1-nano,dynamic_medium,0
1367,IFBench_167,gpt-4-1-nano,dynamic_medium,0
1368,IFBench_168,gpt-4-1-nano,dynamic_medium,0
1369,IFBench_169,gpt-4-1-nano,dynamic_medium,0
1370,IFBench_170,gpt-4-1-nano,dynamic_medium,0
1371,IFBench_171,gpt-4-1-nano,dynamic_medium,1
1372,IFBench_172,gpt-4-1-nano,dynamic_medium,1
1373,IFBench_173,gpt-4-1-nano,dynamic_medium,0
1374,IFBench_174,gpt-4-1-nano,dynamic_medium,1
1375,IFBench_175,gpt-4-1-nano,dynamic_medium,0
1376,IFBench_176,gpt-4-1-nano,dynamic_medium,1
1377,IFBench_177,gpt-4-1-nano,dynamic_medium,1
1378,IFBench_178,gpt-4-1-nano,dynamic_medium,1
1379,IFBench_179,gpt-4-1-nano,dynamic_medium,0
1380,IFBench_180,gpt-4-1-nano,dynamic_medium,0
1381,IFBench_181,gpt-4-1-nano,dynamic_medium,0
1382,IFBench_182,gpt-4-1-nano,dynamic_medium,0
1383,IFBench_183,gpt-4-1-nano,dynamic_medium,0
1384,IFBench_184,gpt-4-1-nano,dynamic_medium,0
1385,IFBench_185,gpt-4-1-nano,dynamic_medium,0
1386,IFBench_186,gpt-4-1-nano,dynamic_medium,0
1387,IFBench_187,gpt-4-1-nano,dynamic_medium,0
1388,IFBench_188,gpt-4-1-nano,dynamic_medium,1
1389,IFBench_189,gpt-4-1-nano,dynamic_medium,0
1390,IFBench_190,gpt-4-1-nano,dynamic_medium,0
1391,IFBench_191,gpt-4-1-nano,dynamic_medium,0
1392,IFBench_192,gpt-4-1-nano,dynamic_medium,0
1393,IFBench_193,gpt-4-1-nano,dynamic_medium,1
1394,IFBench_194,gpt-4-1-nano,dynamic_medium,0
1395,IFBench_195,gpt-4-1-nano,dynamic_medium,0
1396,IFBench_196,gpt-4-1-nano,dynamic_medium,0
1397,IFBench_197,gpt-4-1-nano,dynamic_medium,0
1398,IFBench_198,gpt-4-1-nano,dynamic_medium,0
1399,IFBench_199,gpt-4-1-nano,dynamic_medium,0
1400,IFBench_200,gpt-4-1-nano,dynamic_medium,0
1401,IFBench_201,gpt-4-1-nano,dynamic_medium,0
1402,IFBench_202,gpt-4-1-nano,dynamic_medium,0
1403,IFBench_203,gpt-4-1-nano,dynamic_medium,0
1404,IFBench_204,gpt-4-1-nano,dynamic_medium,0
1405,IFBench_205,gpt-4-1-nano,dynamic_medium,0
1406,IFBench_206,gpt-4-1-nano,dynamic_medium,0
1407,IFBench_207,gpt-4-1-nano,dynamic_medium,0
1408,IFBench_208,gpt-4-1-nano,dynamic_medium,0
1409,IFBench_209,gpt-4-1-nano,dynamic_medium,0
1410,IFBench_210,gpt-4-1-nano,dynamic_medium,0
1411,IFBench_211,gpt-4-1-nano,dynamic_medium,0
1412,IFBench_212,gpt-4-1-nano,dynamic_medium,0
1413,IFBench_213,gpt-4-1-nano,dynamic_medium,0
1414,IFBench_214,gpt-4-1-nano,dynamic_medium,0
1415,IFBench_215,gpt-4-1-nano,dynamic_medium,0
1416,IFBench_216,gpt-4-1-nano,dynamic_medium,0
1417,IFBench_217,gpt-4-1-nano,dynamic_medium,0
1418,IFBench_218,gpt-4-1-nano,dynamic_medium,0
1419,IFBench_219,gpt-4-1-nano,dynamic_medium,0
1420,IFBench_220,gpt-4-1-nano,dynamic_medium,0
1421,IFBench_221,gpt-4-1-nano,dynamic_medium,0
1422,IFBench_222,gpt-4-1-nano,dynamic_medium,0
1423,IFBench_223,gpt-4-1-nano,dynamic_medium,0
1424,IFBench_224,gpt-4-1-nano,dynamic_medium,0
1425,IFBench_225,gpt-4-1-nano,dynamic_medium,0
1426,IFBench_226,gpt-4-1-nano,dynamic_medium,0
1427,IFBench_227,gpt-4-1-nano,dynamic_medium,0
1428,IFBench_228,gpt-4-1-nano,dynamic_medium,0
1429,IFBench_229,gpt-4-1-nano,dynamic_medium,0
1430,IFBench_230,gpt-4-1-nano,dynamic_medium,0
1431,IFBench_231,gpt-4-1-nano,dynamic_medium,0
1432,IFBench_232,gpt-4-1-nano,dynamic_medium,0
1433,IFBench_233,gpt-4-1-nano,dynamic_medium,0
1434,IFBench_234,gpt-4-1-nano,dynamic_medium,1
1435,IFBench_235,gpt-4-1-nano,dynamic_medium,1
1436,IFBench_236,gpt-4-1-nano,dynamic_medium,0
1437,IFBench_237,gpt-4-1-nano,dynamic_medium,1
1438,IFBench_238,gpt-4-1-nano,dynamic_medium,1
1439,IFBench_239,gpt-4-1-nano,dynamic_medium,1
1440,IFBench_240,gpt-4-1-nano,dynamic_medium,0
1441,IFBench_241,gpt-4-1-nano,dynamic_medium,0
1442,IFBench_242,gpt-4-1-nano,dynamic_medium,0
1443,IFBench_243,gpt-4-1-nano,dynamic_medium,0
1444,IFBench_244,gpt-4-1-nano,dynamic_medium,0
1445,IFBench_245,gpt-4-1-nano,dynamic_medium,0
1446,IFBench_246,gpt-4-1-nano,dynamic_medium,0
1447,IFBench_247,gpt-4-1-nano,dynamic_medium,0
1448,IFBench_248,gpt-4-1-nano,dynamic_medium,0
1449,IFBench_249,gpt-4-1-nano,dynamic_medium,0
1450,IFBench_250,gpt-4-1-nano,dynamic_medium,0
1451,IFBench_251,gpt-4-1-nano,dynamic_medium,0
1452,IFBench_252,gpt-4-1-nano,dynamic_medium,0
1453,IFBench_253,gpt-4-1-nano,dynamic_medium,0
1454,IFBench_254,gpt-4-1-nano,dynamic_medium,0
1455,IFBench_255,gpt-4-1-nano,dynamic_medium,0
1456,IFBench_256,gpt-4-1-nano,dynamic_medium,1
1457,IFBench_257,gpt-4-1-nano,dynamic_medium,1
1458,IFBench_258,gpt-4-1-nano,dynamic_medium,0
1459,IFBench_259,gpt-4-1-nano,dynamic_medium,1
1460,IFBench_260,gpt-4-1-nano,dynamic_medium,0
1461,IFBench_261,gpt-4-1-nano,dynamic_medium,1
1462,IFBench_262,gpt-4-1-nano,dynamic_medium,0
1463,IFBench_263,gpt-4-1-nano,dynamic_medium,0
1464,IFBench_264,gpt-4-1-nano,dynamic_medium,1
1465,IFBench_265,gpt-4-1-nano,dynamic_medium,1
1466,IFBench_266,gpt-4-1-nano,dynamic_medium,0
1467,IFBench_267,gpt-4-1-nano,dynamic_medium,0
1468,IFBench_268,gpt-4-1-nano,dynamic_medium,0
1469,IFBench_269,gpt-4-1-nano,dynamic_medium,0
1470,IFBench_270,gpt-4-1-nano,dynamic_medium,0
1471,IFBench_271,gpt-4-1-nano,dynamic_medium,0
1472,IFBench_272,gpt-4-1-nano,dynamic_medium,0
1473,IFBench_273,gpt-4-1-nano,dynamic_medium,0
1474,IFBench_274,gpt-4-1-nano,dynamic_medium,0
1475,IFBench_275,gpt-4-1-nano,dynamic_medium,0
1476,IFBench_276,gpt-4-1-nano,dynamic_medium,0
1477,IFBench_277,gpt-4-1-nano,dynamic_medium,1
1478,IFBench_278,gpt-4-1-nano,dynamic_medium,0
1479,IFBench_279,gpt-4-1-nano,dynamic_medium,1
1480,IFBench_280,gpt-4-1-nano,dynamic_medium,0
1481,IFBench_281,gpt-4-1-nano,dynamic_medium,0
1482,IFBench_282,gpt-4-1-nano,dynamic_medium,0
1483,IFBench_283,gpt-4-1-nano,dynamic_medium,0
1484,IFBench_284,gpt-4-1-nano,dynamic_medium,0
1485,IFBench_285,gpt-4-1-nano,dynamic_medium,0
1486,IFBench_286,gpt-4-1-nano,dynamic_medium,0
1487,IFBench_287,gpt-4-1-nano,dynamic_medium,0
1488,IFBench_288,gpt-4-1-nano,dynamic_medium,0
1489,IFBench_289,gpt-4-1-nano,dynamic_medium,0
1490,IFBench_290,gpt-4-1-nano,dynamic_medium,0
1491,IFBench_291,gpt-4-1-nano,dynamic_medium,1
1492,IFBench_292,gpt-4-1-nano,dynamic_medium,1
1493,IFBench_293,gpt-4-1-nano,dynamic_medium,1
1494,IFBench_294,gpt-4-1-nano,dynamic_medium,1
1495,IFBench_295,gpt-4-1-nano,dynamic_medium,1
1496,IFBench_296,gpt-4-1-nano,dynamic_medium,1
1497,IFBench_297,gpt-4-1-nano,dynamic_medium,0
1498,IFBench_298,gpt-4-1-nano,dynamic_medium,0
1499,IFBench_299,gpt-4-1-nano,dynamic_medium,0
1500,IFBench_0,qwen3-0-6b,base,0
1501,IFBench_1,qwen3-0-6b,base,0
1502,IFBench_2,qwen3-0-6b,base,0
1503,IFBench_3,qwen3-0-6b,base,0
1504,IFBench_4,qwen3-0-6b,base,0
1505,IFBench_5,qwen3-0-6b,base,1
1506,IFBench_6,qwen3-0-6b,base,1
1507,IFBench_7,qwen3-0-6b,base,1
1508,IFBench_8,qwen3-0-6b,base,1
1509,IFBench_9,qwen3-0-6b,base,1
1510,IFBench_10,qwen3-0-6b,base,0
1511,IFBench_11,qwen3-0-6b,base,0
1512,IFBench_12,qwen3-0-6b,base,0
1513,IFBench_13,qwen3-0-6b,base,0
1514,IFBench_14,qwen3-0-6b,base,0
1515,IFBench_15,qwen3-0-6b,base,0
1516,IFBench_16,qwen3-0-6b,base,0
1517,IFBench_17,qwen3-0-6b,base,0
1518,IFBench_18,qwen3-0-6b,base,0
1519,IFBench_19,qwen3-0-6b,base,0
1520,IFBench_20,qwen3-0-6b,base,0
1521,IFBench_21,qwen3-0-6b,base,0
1522,IFBench_22,qwen3-0-6b,base,0
1523,IFBench_23,qwen3-0-6b,base,0
1524,IFBench_24,qwen3-0-6b,base,0
1525,IFBench_25,qwen3-0-6b,base,1
1526,IFBench_26,qwen3-0-6b,base,1
1527,IFBench_27,qwen3-0-6b,base,1
1528,IFBench_28,qwen3-0-6b,base,1
1529,IFBench_29,qwen3-0-6b,base,1
1530,IFBench_30,qwen3-0-6b,base,1
1531,IFBench_31,qwen3-0-6b,base,1
1532,IFBench_32,qwen3-0-6b,base,1
1533,IFBench_33,qwen3-0-6b,base,1
1534,IFBench_34,qwen3-0-6b,base,1
1535,IFBench_35,qwen3-0-6b,base,0
1536,IFBench_36,qwen3-0-6b,base,0
1537,IFBench_37,qwen3-0-6b,base,0
1538,IFBench_38,qwen3-0-6b,base,0
1539,IFBench_39,qwen3-0-6b,base,0
1540,IFBench_40,qwen3-0-6b,base,0
1541,IFBench_41,qwen3-0-6b,base,0
1542,IFBench_42,qwen3-0-6b,base,0
1543,IFBench_43,qwen3-0-6b,base,0
1544,IFBench_44,qwen3-0-6b,base,0
1545,IFBench_45,qwen3-0-6b,base,0
1546,IFBench_46,qwen3-0-6b,base,0
1547,IFBench_47,qwen3-0-6b,base,0
1548,IFBench_48,qwen3-0-6b,base,0
1549,IFBench_49,qwen3-0-6b,base,0
1550,IFBench_50,qwen3-0-6b,base,0
1551,IFBench_51,qwen3-0-6b,base,0
1552,IFBench_52,qwen3-0-6b,base,1
1553,IFBench_53,qwen3-0-6b,base,1
1554,IFBench_54,qwen3-0-6b,base,1
1555,IFBench_55,qwen3-0-6b,base,1
1556,IFBench_56,qwen3-0-6b,base,1
1557,IFBench_57,qwen3-0-6b,base,1
1558,IFBench_58,qwen3-0-6b,base,1
1559,IFBench_59,qwen3-0-6b,base,1
1560,IFBench_60,qwen3-0-6b,base,0
1561,IFBench_61,qwen3-0-6b,base,0
1562,IFBench_62,qwen3-0-6b,base,0
1563,IFBench_63,qwen3-0-6b,base,0
1564,IFBench_64,qwen3-0-6b,base,0
1565,IFBench_65,qwen3-0-6b,base,0
1566,IFBench_66,qwen3-0-6b,base,0
1567,IFBench_67,qwen3-0-6b,base,0
1568,IFBench_68,qwen3-0-6b,base,0
1569,IFBench_69,qwen3-0-6b,base,0
1570,IFBench_70,qwen3-0-6b,base,0
1571,IFBench_71,qwen3-0-6b,base,0
1572,IFBench_72,qwen3-0-6b,base,0
1573,IFBench_73,qwen3-0-6b,base,0
1574,IFBench_74,qwen3-0-6b,base,0
1575,IFBench_75,qwen3-0-6b,base,0
1576,IFBench_76,qwen3-0-6b,base,0
1577,IFBench_77,qwen3-0-6b,base,0
1578,IFBench_78,qwen3-0-6b,base,0
1579,IFBench_79,qwen3-0-6b,base,0
1580,IFBench_80,qwen3-0-6b,base,0
1581,IFBench_81,qwen3-0-6b,base,0
1582,IFBench_82,qwen3-0-6b,base,0
1583,IFBench_83,qwen3-0-6b,base,1
1584,IFBench_84,qwen3-0-6b,base,0
1585,IFBench_85,qwen3-0-6b,base,0
1586,IFBench_86,qwen3-0-6b,base,1
1587,IFBench_87,qwen3-0-6b,base,0
1588,IFBench_88,qwen3-0-6b,base,0
1589,IFBench_89,qwen3-0-6b,base,0
1590,IFBench_90,qwen3-0-6b,base,0
1591,IFBench_91,qwen3-0-6b,base,0
1592,IFBench_92,qwen3-0-6b,base,0
1593,IFBench_93,qwen3-0-6b,base,0
1594,IFBench_94,qwen3-0-6b,base,0
1595,IFBench_95,qwen3-0-6b,base,0
1596,IFBench_96,qwen3-0-6b,base,0
1597,IFBench_97,qwen3-0-6b,base,0
1598,IFBench_98,qwen3-0-6b,base,0
1599,IFBench_99,qwen3-0-6b,base,0
1600,IFBench_100,qwen3-0-6b,base,0
1601,IFBench_101,qwen3-0-6b,base,0
1602,IFBench_102,qwen3-0-6b,base,0
1603,IFBench_103,qwen3-0-6b,base,0
1604,IFBench_104,qwen3-0-6b,base,0
1605,IFBench_105,qwen3-0-6b,base,0
1606,IFBench_106,qwen3-0-6b,base,0
1607,IFBench_107,qwen3-0-6b,base,0
1608,IFBench_108,qwen3-0-6b,base,0
1609,IFBench_109,qwen3-0-6b,base,0
1610,IFBench_110,qwen3-0-6b,base,0
1611,IFBench_111,qwen3-0-6b,base,0
1612,IFBench_112,qwen3-0-6b,base,0
1613,IFBench_113,qwen3-0-6b,base,1
1614,IFBench_114,qwen3-0-6b,base,1
1615,IFBench_115,qwen3-0-6b,base,0
1616,IFBench_116,qwen3-0-6b,base,1
1617,IFBench_117,qwen3-0-6b,base,0
1618,IFBench_118,qwen3-0-6b,base,0
1619,IFBench_119,qwen3-0-6b,base,0
1620,IFBench_120,qwen3-0-6b,base,0
1621,IFBench_121,qwen3-0-6b,base,0
1622,IFBench_122,qwen3-0-6b,base,0
1623,IFBench_123,qwen3-0-6b,base,0
1624,IFBench_124,qwen3-0-6b,base,1
1625,IFBench_125,qwen3-0-6b,base,0
1626,IFBench_126,qwen3-0-6b,base,1
1627,IFBench_127,qwen3-0-6b,base,1
1628,IFBench_128,qwen3-0-6b,base,1
1629,IFBench_129,qwen3-0-6b,base,1
1630,IFBench_130,qwen3-0-6b,base,1
1631,IFBench_131,qwen3-0-6b,base,1
1632,IFBench_132,qwen3-0-6b,base,1
1633,IFBench_133,qwen3-0-6b,base,0
1634,IFBench_134,qwen3-0-6b,base,1
1635,IFBench_135,qwen3-0-6b,base,0
1636,IFBench_136,qwen3-0-6b,base,0
1637,IFBench_137,qwen3-0-6b,base,0
1638,IFBench_138,qwen3-0-6b,base,0
1639,IFBench_139,qwen3-0-6b,base,0
1640,IFBench_140,qwen3-0-6b,base,0
1641,IFBench_141,qwen3-0-6b,base,0
1642,IFBench_142,qwen3-0-6b,base,0
1643,IFBench_143,qwen3-0-6b,base,0
1644,IFBench_144,qwen3-0-6b,base,0
1645,IFBench_145,qwen3-0-6b,base,0
1646,IFBench_146,qwen3-0-6b,base,0
1647,IFBench_147,qwen3-0-6b,base,0
1648,IFBench_148,qwen3-0-6b,base,0
1649,IFBench_149,qwen3-0-6b,base,0
1650,IFBench_150,qwen3-0-6b,base,0
1651,IFBench_151,qwen3-0-6b,base,0
1652,IFBench_152,qwen3-0-6b,base,0
1653,IFBench_153,qwen3-0-6b,base,0
1654,IFBench_154,qwen3-0-6b,base,0
1655,IFBench_155,qwen3-0-6b,base,0
1656,IFBench_156,qwen3-0-6b,base,0
1657,IFBench_157,qwen3-0-6b,base,0
1658,IFBench_158,qwen3-0-6b,base,0
